Strategy,Stock,Action,Entry Price,Target,Stop Loss,Status,Date
"Equity Short Term","HDFCBANK","Buy","","960","925","Active","Fri Feb 06 2026 15:54:46 GMT+0000 (Coordinated Universal Time)"
